key	text	tooltip
derpy_chd_ex_def_dem_hunger_gems_title	The Temple Thirsts: Gemstones	false
derpy_chd_ex_def_dem_hunger_gems_primary	Gems buy silence, and silence is the one commodity in Naggaroth that never comes down in price. The temple requires 90, and requires them today. More than the usual portion. The Hag Queens were consulted and were not in a moderate humour.	false
derpy_chd_ex_def_dem_hunger_gems_secondary	Sacrifice 90 Gemstones in the Black Ark Market within 3 turns, or answer for it.	false
derpy_chd_ex_def_dem_wrath_gems_title	The Blood Price: Gemstones	false
derpy_chd_ex_def_dem_wrath_gems_primary	Gems buy silence, and silence is the one commodity in Naggaroth that never comes down in price. The temple requires 180, and requires them today. The full sum, at once. The knives have been counted out onto the table, which is how the temple asks a second time.	false
derpy_chd_ex_def_dem_wrath_gems_secondary	Sacrifice 180 Gemstones in the Black Ark Market within 3 turns, or answer for it.	false
derpy_chd_ex_def_dem_tithe_gold_idols_title	Khaine's Portion: Golden Idols	false
derpy_chd_ex_def_dem_tithe_gold_idols_primary	Melted without ceremony and without asking whose face was on it. The assayers of Clar Karond are not sentimental people. The temple requires 30, and requires them today. A small offering. The temple keeps count, and the temple's count is the only one that matters.	false
derpy_chd_ex_def_dem_tithe_gold_idols_secondary	Sacrifice 30 Golden Idols in the Black Ark Market within 3 turns, or answer for it.	false
derpy_chd_ex_def_dem_hunger_gold_idols_title	The Temple Thirsts: Golden Idols	false
derpy_chd_ex_def_dem_hunger_gold_idols_primary	Melted without ceremony and without asking whose face was on it. The assayers of Clar Karond are not sentimental people. The temple requires 90, and requires them today. More than the usual portion. The Hag Queens were consulted and were not in a moderate humour.	false
derpy_chd_ex_def_dem_hunger_gold_idols_secondary	Sacrifice 90 Golden Idols in the Black Ark Market within 3 turns, or answer for it.	false
derpy_chd_ex_def_dem_wrath_gold_idols_title	The Blood Price: Golden Idols	false
derpy_chd_ex_def_dem_wrath_gold_idols_primary	Melted without ceremony and without asking whose face was on it. The assayers of Clar Karond are not sentimental people. The temple requires 180, and requires them today. The full sum, at once. The knives have been counted out onto the table, which is how the temple asks a second time.	false
derpy_chd_ex_def_dem_wrath_gold_idols_secondary	Sacrifice 180 Golden Idols in the Black Ark Market within 3 turns, or answer for it.	false
derpy_chd_ex_def_dem_tithe_ivory_title	Khaine's Portion: Tusks	false
derpy_chd_ex_def_dem_tithe_ivory_primary	Tusk for the scrimshaw of the corsair captains, who are vain, wealthy, and in competition with one another. The temple requires 30, and requires them today. A small offering. The temple keeps count, and the temple's count is the only one that matters.	false
derpy_chd_ex_def_dem_tithe_ivory_secondary	Sacrifice 30 Tusks in the Black Ark Market within 3 turns, or answer for it.	false
derpy_chd_ex_def_dem_hunger_ivory_title	The Temple Thirsts: Tusks	false
derpy_chd_ex_def_dem_hunger_ivory_primary	Tusk for the scrimshaw of the corsair captains, who are vain, wealthy, and in competition with one another. The temple requires 90, and requires them today. More than the usual portion. The Hag Queens were consulted and were not in a moderate humour.	false
derpy_chd_ex_def_dem_hunger_ivory_secondary	Sacrifice 90 Tusks in the Black Ark Market within 3 turns, or answer for it.	false
derpy_chd_ex_def_dem_wrath_ivory_title	The Blood Price: Tusks	false
derpy_chd_ex_def_dem_wrath_ivory_primary	Tusk for the scrimshaw of the corsair captains, who are vain, wealthy, and in competition with one another. The temple requires 180, and requires them today. The full sum, at once. The knives have been counted out onto the table, which is how the temple asks a second time.	false
derpy_chd_ex_def_dem_wrath_ivory_secondary	Sacrifice 180 Tusks in the Black Ark Market within 3 turns, or answer for it.	false
derpy_chd_ex_def_dem_tithe_medicine_title	Khaine's Portion: Medicinal Plants	false
derpy_chd_ex_def_dem_tithe_medicine_primary	Naggaroth grows medicine it has no intention of wasting on its own. It sells very well to people who will. The temple requires 30, and requires them today. A small offering. The temple keeps count, and the temple's count is the only one that matters.	false
derpy_chd_ex_def_dem_tithe_medicine_secondary	Sacrifice 30 Medicinal Plants in the Black Ark Market within 3 turns, or answer for it.	false
derpy_chd_ex_def_dem_hunger_medicine_title	The Temple Thirsts: Medicinal Plants	false
derpy_chd_ex_def_dem_hunger_medicine_primary	Naggaroth grows medicine it has no intention of wasting on its own. It sells very well to people who will. The temple requires 90, and requires them today. More than the usual portion. The Hag Queens were consulted and were not in a moderate humour.	false
derpy_chd_ex_def_dem_hunger_medicine_secondary	Sacrifice 90 Medicinal Plants in the Black Ark Market within 3 turns, or answer for it.	false
derpy_chd_ex_def_dem_wrath_medicine_title	The Blood Price: Medicinal Plants	false
derpy_chd_ex_def_dem_wrath_medicine_primary	Naggaroth grows medicine it has no intention of wasting on its own. It sells very well to people who will. The temple requires 180, and requires them today. The full sum, at once. The knives have been counted out onto the table, which is how the temple asks a second time.	false
derpy_chd_ex_def_dem_wrath_medicine_secondary	Sacrifice 180 Medicinal Plants in the Black Ark Market within 3 turns, or answer for it.	false
derpy_chd_ex_def_dem_tithe_obsidian_title	Khaine's Portion: Carved Obsidian	false
derpy_chd_ex_def_dem_tithe_obsidian_primary	Black glass for the Convent's work, and the Sorceresses have been unusually direct about wanting it. The temple requires 30, and requires them today. A small offering. The temple keeps count, and the temple's count is the only one that matters.	false
derpy_chd_ex_def_dem_tithe_obsidian_secondary	Sacrifice 30 Carved Obsidian in the Black Ark Market within 3 turns, or answer for it.	false
derpy_chd_ex_def_dem_hunger_obsidian_title	The Temple Thirsts: Carved Obsidian	false
derpy_chd_ex_def_dem_hunger_obsidian_primary	Black glass for the Convent's work, and the Sorceresses have been unusually direct about wanting it. The temple requires 90, and requires them today. More than the usual portion. The Hag Queens were consulted and were not in a moderate humour.	false
derpy_chd_ex_def_dem_hunger_obsidian_secondary	Sacrifice 90 Carved Obsidian in the Black Ark Market within 3 turns, or answer for it.	false
derpy_chd_ex_def_dem_wrath_obsidian_title	The Blood Price: Carved Obsidian	false
derpy_chd_ex_def_dem_wrath_obsidian_primary	Black glass for the Convent's work, and the Sorceresses have been unusually direct about wanting it. The temple requires 180, and requires them today. The full sum, at once. The knives have been counted out onto the table, which is how the temple asks a second time.	false
derpy_chd_ex_def_dem_wrath_obsidian_secondary	Sacrifice 180 Carved Obsidian in the Black Ark Market within 3 turns, or answer for it.	false
derpy_chd_ex_def_dem_tithe_rom_furs_title	Khaine's Portion: Furs	false
derpy_chd_ex_def_dem_tithe_rom_furs_primary	Naggaroth is cold beyond the understanding of anyone who has not wintered there, and the cloak trade never slackens. The temple requires 30, and requires them today. A small offering. The temple keeps count, and the temple's count is the only one that matters.	false
derpy_chd_ex_def_dem_tithe_rom_furs_secondary	Sacrifice 30 Furs in the Black Ark Market within 3 turns, or answer for it.	false
derpy_chd_ex_def_dem_hunger_rom_furs_title	The Temple Thirsts: Furs	false
derpy_chd_ex_def_dem_hunger_rom_furs_primary	Naggaroth is cold beyond the understanding of anyone who has not wintered there, and the cloak trade never slackens. The temple requires 90, and requires them today. More than the usual portion. The Hag Queens were consulted and were not in a moderate humour.	false
derpy_chd_ex_def_dem_hunger_rom_furs_secondary	Sacrifice 90 Furs in the Black Ark Market within 3 turns, or answer for it.	false
derpy_chd_ex_def_dem_wrath_rom_furs_title	The Blood Price: Furs	false
derpy_chd_ex_def_dem_wrath_rom_furs_primary	Naggaroth is cold beyond the understanding of anyone who has not wintered there, and the cloak trade never slackens. The temple requires 180, and requires them today. The full sum, at once. The knives have been counted out onto the table, which is how the temple asks a second time.	false
derpy_chd_ex_def_dem_wrath_rom_furs_secondary	Sacrifice 180 Furs in the Black Ark Market within 3 turns, or answer for it.	false
derpy_chd_ex_def_dem_tithe_rom_glass_title	Khaine's Portion: Dwarf Beer	false
derpy_chd_ex_def_dem_tithe_rom_glass_primary	Taken off a Dwarf trader by accident and found, to general disgust, to be worth something to somebody. The temple requires 30, and requires them today. A small offering. The temple keeps count, and the temple's count is the only one that matters.	false
derpy_chd_ex_def_dem_tithe_rom_glass_secondary	Sacrifice 30 Dwarf Beer in the Black Ark Market within 3 turns, or answer for it.	false
derpy_chd_ex_def_dem_hunger_rom_glass_title	The Temple Thirsts: Dwarf Beer	false
derpy_chd_ex_def_dem_hunger_rom_glass_primary	Taken off a Dwarf trader by accident and found, to general disgust, to be worth something to somebody. The temple requires 90, and requires them today. More than the usual portion. The Hag Queens were consulted and were not in a moderate humour.	false
derpy_chd_ex_def_dem_hunger_rom_glass_secondary	Sacrifice 90 Dwarf Beer in the Black Ark Market within 3 turns, or answer for it.	false
derpy_chd_ex_def_dem_wrath_rom_glass_title	The Blood Price: Dwarf Beer	false
derpy_chd_ex_def_dem_wrath_rom_glass_primary	Taken off a Dwarf trader by accident and found, to general disgust, to be worth something to somebody. The temple requires 180, and requires them today. The full sum, at once. The knives have been counted out onto the table, which is how the temple asks a second time.	false
derpy_chd_ex_def_dem_wrath_rom_glass_secondary	Sacrifice 180 Dwarf Beer in the Black Ark Market within 3 turns, or answer for it.	false
derpy_chd_ex_def_dem_tithe_rom_iron_title	Khaine's Portion: Iron	false
derpy_chd_ex_def_dem_tithe_rom_iron_primary	Hag Graef's forges run black day and night, and the overseers have costed your bars against the lives it takes to work them. They found the bars cheaper. The temple requires 30, and requires them today. A small offering. The temple keeps count, and the temple's count is the only one that matters.	false
derpy_chd_ex_def_dem_tithe_rom_iron_secondary	Sacrifice 30 Iron in the Black Ark Market within 3 turns, or answer for it.	false
derpy_chd_ex_def_dem_hunger_rom_iron_title	The Temple Thirsts: Iron	false
derpy_chd_ex_def_dem_hunger_rom_iron_primary	Hag Graef's forges run black day and night, and the overseers have costed your bars against the lives it takes to work them. They found the bars cheaper. The temple requires 90, and requires them today. More than the usual portion. The Hag Queens were consulted and were not in a moderate humour.	false
derpy_chd_ex_def_dem_hunger_rom_iron_secondary	Sacrifice 90 Iron in the Black Ark Market within 3 turns, or answer for it.	false
derpy_chd_ex_def_dem_wrath_rom_iron_title	The Blood Price: Iron	false
derpy_chd_ex_def_dem_wrath_rom_iron_primary	Hag Graef's forges run black day and night, and the overseers have costed your bars against the lives it takes to work them. They found the bars cheaper. The temple requires 180, and requires them today. The full sum, at once. The knives have been counted out onto the table, which is how the temple asks a second time.	false
derpy_chd_ex_def_dem_wrath_rom_iron_secondary	Sacrifice 180 Iron in the Black Ark Market within 3 turns, or answer for it.	false
